species,x,y
Peromyscus maniculatus,-73.27979667,44.29509748
Peromyscus maniculatus,-77.90350167,40.67111248
Peromyscus maniculatus,-119.1836067,34.96437748
Peromyscus maniculatus,-118.2255417,36.58892248
Peromyscus maniculatus,-122.6826267,45.46143748
Peromyscus maniculatus,-114.1016967,46.62777748
Peromyscus maniculatus,-121.7662167,39.21318748
Peromyscus maniculatus,-93.60743667,35.42258248
Peromyscus maniculatus,-82.15231167,39.58808248
Peromyscus maniculatus,-81.56914167,41.12931748
Peromyscus maniculatus,-121.6412517,37.67195248
Peromyscus maniculatus,-111.2691567,44.66999248
Peromyscus maniculatus,-117.7673367,35.42258248
Peromyscus maniculatus,-123.7656567,39.54642748
Peromyscus maniculatus,-68.86436667,45.83633248
Peromyscus maniculatus,-122.4326967,44.12847748
Peromyscus maniculatus,-119.1836067,45.91964248
Peromyscus maniculatus,-75.94571667,42.08738248
Peromyscus maniculatus,-89.60855667,43.42034248
Peromyscus maniculatus,-123.0158667,38.33843248
Peromyscus maniculatus,-110.9359167,43.79523748
Peromyscus maniculatus,-122.8909017,44.79495748
Peromyscus maniculatus,-89.60855667,43.25372248
Peromyscus maniculatus,-123.9322767,47.87742748
Peromyscus maniculatus,-86.81767167,36.13071748
Peromyscus maniculatus,-122.9325567,38.50505248
Peromyscus maniculatus,-122.1827667,37.83857248
Peromyscus maniculatus,-119.8084317,34.42286248
Peromyscus maniculatus,-122.5576617,45.46143748
Peromyscus maniculatus,-81.31921167,41.46255748
Peromyscus maniculatus,-120.0583617,34.67279248
